-0.002	-0.01	1
18.269	109.501	1
20.031	110.329	1
20.043	110.327	1
21.375	110.252	1
21.61	110.286	1
21.921	110.869	1
22.106	113.818	1
22.147	113.687	1
22.164	111.792	1
22.333	114.182	1
22.366	114.184	1
22.399	113.978	1
22.406	114.369	1
22.431	113.643	1
22.458	113.897	1
22.461	113.887	1
22.464	114.53	1
22.466	113.891	1
22.466	114.529	1
22.467	113.882	1
22.467	113.898	1
22.467	114.53	2
22.467	114.538	1
22.468	113.892	1
22.468	113.901	1
22.468	114.529	1
22.468	114.53	3
22.468	114.539	1
22.469	113.902	1
22.469	114.529	4
22.469	114.53	3
22.47	113.904	1
22.47	114.53	3
22.471	113.877	1
22.471	113.904	1
22.471	113.905	1
22.471	113.906	1
22.471	113.907	1
22.471	114.525	1
22.471	114.53	2
22.471	114.531	1
22.472	114.521	1
22.472	114.526	1
22.472	114.534	3
22.473	113.879	1
22.473	113.91	1
22.473	114.534	1
22.473	114.535	1
22.473	114.536	1
22.474	113.898	1
22.474	113.908	2
22.474	113.909	1
22.474	114.496	4
22.474	114.53	1
22.474	114.535	2
22.475	113.905	1
22.475	113.906	2
22.475	113.907	1
22.475	113.909	1
22.475	113.913	1
22.475	114.531	1
22.475	114.535	1
22.476	113.887	1
22.476	113.889	1
22.476	113.906	1
22.476	113.91	1
22.476	113.912	1
22.476	113.913	3
22.476	114.529	2
22.476	114.53	3
22.476	114.537	1
22.476	114.538	1
22.477	113.908	1
22.477	113.912	1
22.477	113.913	1
22.477	113.914	4
22.477	113.915	2
22.477	114.529	1
22.477	114.533	1
22.477	114.535	1
22.477	114.539	1
22.478	113.88	1
22.478	113.883	1
22.478	113.886	1
22.478	113.888	2
22.478	113.889	2
22.478	113.892	1
22.478	113.893	2
22.478	113.896	1
22.478	113.905	1
22.478	113.913	2
22.478	113.914	2
22.478	113.915	6
22.478	113.916	1
22.478	113.934	1
22.478	113.935	2
22.478	114.522	1
22.478	114.523	2
22.478	114.531	5
22.478	114.532	1
22.478	114.533	1
22.479	113.885	1
22.479	113.886	2
22.479	113.887	1
22.479	113.888	13
22.479	113.889	17
22.479	113.891	4
22.479	113.892	1
22.479	113.898	1
22.479	113.899	1
22.479	113.912	6
22.479	113.913	11
22.479	113.914	6
22.479	113.915	3
22.479	113.916	7
22.479	113.927	2
22.479	113.928	1
22.479	113.93	10
22.479	113.932	1
22.479	113.933	1
22.479	114.531	10
22.479	114.532	4
22.479	114.533	1
22.479	114.536	1
22.479	114.537	1
22.479	114.551	1
22.48	113.886	2
22.48	113.887	2
22.48	113.889	17
22.48	113.89	5
22.48	113.912	1
22.48	113.913	6
22.48	113.914	2
22.48	113.927	1
22.48	113.93	6
22.48	113.931	1
22.48	113.933	1
22.48	113.934	1
22.48	114.491	3
22.48	114.53	3
22.48	114.531	3
22.48	114.532	5
22.48	114.533	3
22.48	114.534	1
22.48	114.543	2
22.48	114.544	6
22.48	114.545	1
22.481	113.882	1
22.481	113.886	1
22.481	113.887	2
22.481	113.889	3
22.481	113.901	1
22.481	113.912	1
22.481	113.913	4
22.481	113.914	5
22.481	113.915	1
22.481	113.916	2
22.481	113.928	1
22.481	113.931	3
22.481	113.932	2
22.481	114.518	1
22.481	114.533	1
22.481	114.544	1
22.481	114.546	1
22.482	113.885	1
22.482	113.893	1
22.482	113.898	1
22.482	113.9	1
22.482	113.911	1
22.482	113.912	4
22.482	113.913	8
22.482	113.914	1
22.482	113.915	1
22.482	113.916	2
22.482	113.917	2
22.482	113.918	4
22.482	113.92	1
22.482	113.931	4
22.482	113.933	1
22.482	113.94	1
22.482	114.527	1
22.482	114.532	1
22.482	114.542	1
22.482	114.543	1
22.482	114.551	4
22.483	113.913	8
22.483	113.914	17
22.483	113.915	10
22.483	113.916	15
22.483	113.917	21
22.483	113.918	3
22.483	113.919	1
22.483	113.929	5
22.483	113.93	3
22.483	113.931	2
22.483	114.522	1
22.483	114.523	2
22.483	114.525	4
22.483	114.526	1
22.483	114.536	1
22.483	114.551	1
22.484	113.891	1
22.484	113.893	2
22.484	113.911	1
22.484	113.912	1
22.484	113.913	3
22.484	113.914	18
22.484	113.915	26
22.484	113.916	86
22.484	113.917	7
22.484	113.918	4
22.484	113.919	1
22.484	113.92	4
22.484	113.921	11
22.484	113.926	1
22.484	113.927	1
22.484	113.93	8
22.484	113.931	5
22.484	113.932	11
22.484	113.941	1
22.484	114.538	2
22.484	114.539	7
22.484	114.54	1
22.484	114.542	1
22.484	114.55	1
22.485	113.911	2
22.485	113.912	13
22.485	113.913	6
22.485	113.914	1
22.485	113.915	8
22.485	113.916	14
22.485	113.917	6
22.485	113.921	6
22.485	113.922	28
22.485	113.923	12
22.485	113.924	19
22.485	113.925	22
22.485	113.926	10
22.485	113.928	22
22.485	113.929	26
22.485	113.93	25
22.485	113.931	4
22.485	113.935	1
22.485	113.938	1
22.485	114.537	6
22.485	114.538	5
22.485	114.539	30
22.485	114.54	5
22.485	114.584	1
22.486	113.907	5
22.486	113.911	2
22.486	113.912	7
22.486	113.913	2
22.486	113.914	4
22.486	113.915	11
22.486	113.916	4
22.486	113.917	35
22.486	113.918	15
22.486	113.919	5
22.486	113.92	15
22.486	113.921	7
22.486	113.922	6
22.486	113.923	9
22.486	113.924	47
22.486	113.925	30
22.486	113.926	61
22.486	113.927	58
22.486	113.928	39
22.486	113.929	15
22.486	113.93	9
22.486	113.931	13
22.486	113.932	6
22.486	113.933	8
22.486	113.934	13
22.486	113.935	23
22.486	113.936	2
22.486	113.937	2
22.486	114.524	2
22.486	114.537	6
22.486	114.538	6
22.486	114.539	6
22.486	114.54	3
22.486	114.541	1
22.486	114.542	1
22.486	114.546	1
22.486	114.547	2
22.486	114.548	1
22.486	114.55	1
22.486	114.575	1
22.486	114.584	2
22.487	113.893	1
22.487	113.907	1
22.487	113.913	1
22.487	113.914	10
22.487	113.915	6
22.487	113.916	6
22.487	113.917	3
22.487	113.918	22
22.487	113.919	17
22.487	113.92	78
22.487	113.921	65
22.487	113.922	51
22.487	113.923	133
22.487	113.924	27
22.487	113.925	46
22.487	113.926	25
22.487	113.927	7
22.487	113.928	21
22.487	113.929	34
22.487	113.93	27
22.487	113.931	23
22.487	113.932	1
22.487	113.933	1
22.487	113.934	2
22.487	113.936	6
22.487	113.937	3
22.487	113.939	2
22.487	113.945	1
22.487	114.538	4
22.487	114.545	1
22.487	114.546	5
22.487	114.58	1
22.487	114.583	1
22.488	113.892	1
22.488	113.894	1
22.488	113.907	2
22.488	113.913	4
22.488	113.914	5
22.488	113.915	2
22.488	113.916	2
22.488	113.917	5
22.488	113.918	16
22.488	113.919	19
22.488	113.92	24
22.488	113.921	63
22.488	113.922	34
22.488	113.923	34
22.488	113.924	47
22.488	113.925	46
22.488	113.926	22
22.488	113.927	29
22.488	113.928	21
22.488	113.929	26
22.488	113.93	14
22.488	113.931	2
22.488	113.932	5
22.488	113.935	7
22.488	113.936	5
22.488	113.937	5
22.488	113.938	3
22.488	113.942	1
22.488	114.491	2
22.488	114.533	1
22.488	114.534	1
22.488	114.546	1
22.488	114.582	2
22.488	114.583	5
22.489	113.888	1
22.489	113.892	1
22.489	113.912	1
22.489	113.913	5
22.489	113.914	1
22.489	113.916	1
22.489	113.918	1
22.489	113.919	1
22.489	113.92	9
22.489	113.921	37
22.489	113.922	28
22.489	113.923	16
22.489	113.924	63
22.489	113.925	74
22.489	113.926	18
22.489	113.927	23
22.489	113.928	13
22.489	113.929	9
22.489	113.93	21
22.489	113.932	3
22.489	113.933	8
22.489	113.934	5
22.489	113.935	6
22.489	113.936	6
22.489	113.938	5
22.489	113.942	3
22.489	113.943	3
22.489	114.544	1
22.489	114.582	3
22.489	114.583	2
22.49	113.894	1
22.49	113.913	5
22.49	113.914	3
22.49	113.916	2
22.49	113.918	1
22.49	113.92	5
22.49	113.921	35
22.49	113.922	25
22.49	113.923	23
22.49	113.924	23
22.49	113.925	51
22.49	113.926	12
22.49	113.927	2
22.49	113.928	23
22.49	113.929	1
22.49	113.931	16
22.49	113.932	10
22.49	113.933	17
22.49	113.934	13
22.49	113.935	28
22.49	113.936	16
22.49	113.939	1
22.49	113.944	1
22.49	114.544	1
22.49	114.546	1
22.49	114.579	1
22.491	113.892	2
22.491	113.909	1
22.491	113.913	10
22.491	113.914	1
22.491	113.916	2
22.491	113.917	1
22.491	113.918	1
22.491	113.919	1
22.491	113.92	1
22.491	113.921	4
22.491	113.922	1
22.491	113.925	3
22.491	113.926	1
22.491	113.927	37
22.491	113.928	33
22.491	113.929	36
22.491	113.93	19
22.491	113.931	2
22.491	113.932	5
22.491	113.935	14
22.491	113.936	9
22.491	113.937	5
22.491	113.938	1
22.491	113.941	2
22.491	113.942	1
22.491	113.943	2
22.491	114.545	17
22.491	114.546	5
22.491	114.547	1
22.491	114.581	1
22.492	113.874	2
22.492	113.885	3
22.492	113.889	6
22.492	113.89	2
22.492	113.892	4
22.492	113.894	3
22.492	113.913	7
22.492	113.915	4
22.492	113.916	3
22.492	113.917	1
22.492	113.918	1
22.492	113.919	5
22.492	113.92	2
22.492	113.922	2
22.492	113.924	1
22.492	113.925	7
22.492	113.926	1
22.492	113.927	11
22.492	113.929	6
22.492	113.93	37
22.492	113.931	17
22.492	113.934	4
22.492	113.935	1
22.492	113.936	1
22.492	113.94	8
22.492	113.942	10
22.492	113.943	1
22.492	114.546	2
22.492	114.547	1
22.492	114.582	6
22.492	114.583	4
22.493	113.874	1
22.493	113.886	1
22.493	113.887	3
22.493	113.888	9
22.493	113.889	1
22.493	113.89	1
22.493	113.914	5
22.493	113.915	4
22.493	113.918	5
22.493	113.919	5
22.493	113.921	1
22.493	113.922	8
22.493	113.923	4
22.493	113.924	20
22.493	113.925	25
22.493	113.926	5
22.493	113.927	6
22.493	113.928	10
22.493	113.929	7
22.493	113.93	23
22.493	113.931	8
22.493	113.932	2
22.493	113.933	1
22.493	113.934	14
22.493	113.937	1
22.493	113.938	1
22.493	113.94	1
22.493	113.942	1
22.493	113.945	1
22.493	113.952	1
22.493	114.546	1
22.493	114.547	2
22.493	114.575	1
22.493	114.576	2
22.493	114.577	2
22.493	114.578	2
22.493	114.584	1
22.494	113.878	2
22.494	113.888	4
22.494	113.889	11
22.494	113.89	3
22.494	113.891	1
22.494	113.913	1
22.494	113.915	2
22.494	113.916	4
22.494	113.918	5
22.494	113.919	5
22.494	113.92	1
22.494	113.922	10
22.494	113.923	22
22.494	113.924	14
22.494	113.925	13
22.494	113.926	7
22.494	113.927	11
22.494	113.928	4
22.494	113.929	13
22.494	113.93	36
22.494	113.931	12
22.494	113.932	24
22.494	113.935	2
22.494	113.936	1
22.494	113.946	1
22.494	114.542	1
22.494	114.573	4
22.495	113.881	1
22.495	113.885	8
22.495	113.892	1
22.495	113.916	2
22.495	113.918	7
22.495	113.919	2
22.495	113.922	8
22.495	113.924	2
22.495	113.925	15
22.495	113.927	5
22.495	113.928	4
22.495	113.929	5
22.495	113.93	31
22.495	113.931	6
22.495	113.932	6
22.495	113.933	7
22.495	113.934	11
22.495	113.935	21
22.495	113.936	8
22.495	113.937	6
22.495	114.573	3
22.496	113.873	1
22.496	113.878	1
22.496	113.886	1
22.496	113.888	1
22.496	113.891	5
22.496	113.892	11
22.496	113.893	2
22.496	113.916	3
22.496	113.917	10
22.496	113.918	7
22.496	113.919	6
22.496	113.92	6
22.496	113.921	6
22.496	113.922	3
22.496	113.923	1
22.496	113.924	4
22.496	113.925	2
22.496	113.926	1
22.496	113.927	2
22.496	113.928	1
22.496	113.93	7
22.496	113.932	2
22.496	113.934	8
22.496	113.935	1
22.496	113.936	2
22.496	113.937	16
22.496	113.938	1
22.496	113.942	3
22.496	113.943	1
22.497	113.891	1
22.497	113.893	5
22.497	113.894	4
22.497	113.895	1
22.497	113.9	1
22.497	113.916	1
22.497	113.918	2
22.497	113.919	7
22.497	113.92	27
22.497	113.921	3
22.497	113.924	5
22.497	113.925	3
22.497	113.929	1
22.497	113.93	2
22.497	113.931	1
22.497	113.932	4
22.497	113.933	1
22.497	113.934	6
22.497	113.935	18
22.497	113.936	1
22.497	113.942	1
22.497	113.948	1
22.498	113.873	1
22.498	113.893	1
22.498	113.895	1
22.498	113.9	8
22.498	113.901	1
22.498	113.918	1
22.498	113.919	2
22.498	113.92	5
22.498	113.921	9
22.498	113.922	5
22.498	113.924	9
22.498	113.925	8
22.498	113.929	1
22.498	113.93	4
22.498	113.931	1
22.498	113.932	16
22.498	113.933	3
22.498	113.934	3
22.498	113.935	21
22.498	113.936	2
22.498	113.94	2
22.498	113.941	2
22.499	113.891	1
22.499	113.895	1
22.499	113.9	4
22.499	113.901	4
22.499	113.919	7
22.499	113.92	6
22.499	113.921	9
22.499	113.922	1
22.499	113.923	5
22.499	113.924	24
22.499	113.925	9
22.499	113.926	8
22.499	113.927	9
22.499	113.929	6
22.499	113.93	3
22.499	113.932	12
22.499	113.933	2
22.499	113.934	1
22.499	113.935	19
22.499	113.937	2
22.499	113.938	4
22.499	113.939	4
22.499	113.94	9
22.499	113.941	8
22.499	113.942	3
22.499	113.945	1
22.499	113.946	1
22.5	113.879	1
22.5	113.88	2
22.5	113.895	5
22.5	113.896	3
22.5	113.899	3
22.5	113.9	6
22.5	113.901	5
22.5	113.92	2
